,name,price,size
439,Cotton Bandage 15cmx4m 12's,MRP Rs.480 5% off Rs.456,12's
440,Cotton Bandage 15cmx5m 12's,MRP Rs.600 5% off Rs.570,12's
441,Gauze Swab Sponges Sterilized 15cmx15cm...,"MRP Rs.1,000 5% off Rs.950",15cmx15cm...
442,Gauze Swab Sponges Non Sterlize...,MRP Rs.425 5% off Rs.403.75,10's
443,Solaris Ultra Cream 60ml,Rs.695,60ml
444,Sun Shade Plus SPF 100...,Rs.999,40...
445,LaZuxe Sunblock SPF60 30ml,Rs.490,
446,Photoderm Akn Mat SPF 30...,"Rs.2,450",40ml
447,Photoderm Spot SPF 50 +...,"Rs.2,450",30ml
448,Photoderm Max Cream SPF 100...,"Rs.2,450",40ml
449,Photoderm Spot Age 50+ Cream...,"Rs.3,000",40ml
450,L'Oreal Deep Uv Perfect SPF...,"Rs.1,399",1's
451,Spectra Block 60SPF Cream 40g,Rs.698,40g
452,UV-Support Sunblock Cream 30gm,Rs.320,30gm
453,Nurnmir Cream Sunblock 30g,Rs.510,30g
454,Soloban 60 Cream 30gm,Rs.550,1...
455,Soloban SC Gel 40 30gm,"Rs.1,499",30gm
456,Solaris Ultra Cream 60ml,Rs.695,60ml
457,Fair & Pink Glow SPF-30...,Rs.849.97,30gm
458,Acnesan Gel 40gm,"Rs.999,999",40gm
459,Sun Shade Plus SPF 100...,Rs.999,40...
460,LaZuxe Sunblock SPF60 30ml,Rs.490,
461,Photoderm Akn Mat SPF 30...,"Rs.2,450",40ml
462,Photoderm Spot SPF 50 +...,"Rs.2,450",30ml
463,Photoderm Max Cream SPF 100...,"Rs.2,450",40ml
464,Photoderm Spot Age 50+ Cream...,"Rs.3,000",40ml
465,Saniderm Sun Protection Cream SPF-54,Rs.448.72,50g
466,L'Oreal Deep Uv Perfect SPF...,"Rs.1,399",1's
467,Spectra Block 60SPF Cream 40g,Rs.698,40g
468,Nurnmir Cream Sunblock 30g,Rs.510,30g
469,Ray-Ban forte Lotion SPF 60...,Rs.554.41,60ml
470,Soloban 60 Cream 30gm,Rs.550,1...
471,Soloban SC Gel 40 30gm,"Rs.1,499",30gm
472,Solaris Ultra Cream 60ml,Rs.695,60ml
473,Fair & Pink Glow SPF-30...,Rs.849.97,30gm
474,Acnesan Gel 40gm,"Rs.999,999",40gm
475,Sun Shade Plus SPF 100...,Rs.999,40...
476,LaZuxe Sunblock SPF60 30ml,Rs.490,
477,Photoderm Akn Mat SPF 30...,"Rs.2,450",40ml
478,Photoderm Spot SPF 50 +...,"Rs.2,450",30ml
479,Photoderm Max Cream SPF 100...,"Rs.2,450",40ml
480,Photoderm Spot Age 50+ Cream...,"Rs.3,000",40ml
481,Saniderm Sun Protection Cream SPF-54,Rs.448.72,50g
482,L'Oreal Deep Uv Perfect SPF...,"Rs.1,399",1's
483,Spectra Block 60SPF Cream 40g,Rs.698,40g
484,UV-Support Sunblock Cream 30gm,Rs.320,30gm
485,Nurnmir Cream Sunblock 30g,Rs.510,30g
486,Ray-Ban forte Lotion SPF 60...,Rs.554.41,60ml
487,Soloban SC Gel 40 30gm,"Rs.1,499",30gm
488,Zaclazide Tab 80mg 20's,Rs.124.18,20's
489,Glinext MR Tab 60mg 30's,Rs.451.93,30's
490,Glinext MR Tab 30mg 30's,Rs.272.49,30's
491,Gliride Tab 1mg 20's,Rs.100,20's
492,Gliride Tab 2mg 20's,Rs.200,20's
493,Gliride Tab 3mg 20's,Rs.300,20's
494,Gliride Tab 4mg 20's,Rs.400,20's
495,Glimet?ÿTab 1.25mg/250mg 30's,Rs.58.44,30's
496,Glimet?Ã¿Tab 2.5mg/500mg 30's,Rs.102.27,30's
497,Glimet?Ã¿Tab 5mg/500mg 30's,Rs.116.88,30's
498,Orinase Tab 1mg 20's,Rs.135,20's
499,Orinase Tab 2mg 20's,Rs.201.25,20's
500,Orinase Tab 3mg 20's,Rs.297,20's
501,Orinase Tab 4mg 20's,Rs.480,20's
502,Scicon MR Tab 30mg 1x20's,Rs.189.73,1x20's
503,Scicon MR Tab 60mg 3x10's,Rs.566.22,3x10's
504,Vpride Tab 1mg 1x20's,Rs.100,1x20's
505,Vpride Tab 2mg 1x20's,Rs.165,1x20's
506,Glicare Tab 5mg 6x10's,Rs.40,15g
507,Initial Tab 2mg 2x10's,Rs.170,20's
508,Initial Tab 4mg 2x10's,Rs.340,20's
509,Glimso Tab 2mg 2x10's,Rs.200,2x10's
510,Diaglib Tab 5mg 6x10's,Rs.40,6x10's
511,Gluconormet Tab 2mg/500mg 30's,Rs.270,30's
512,Ajizole Cap 40mg 14's,Rs.198,2×7's
513,Lactif Drops 7.5ml,Rs.350,7.5ml
514,Laxcell syp 120ml,Rs.220,120ml...
515,Aspite Syp 120ml,Rs.195,120ml
516,Itofix Tab 50mg 10's,Rs.189,10's
517,Itofix SR Tab 150mg 10's,Rs.360,10's
518,Pantil Tab 40mg 14's,Rs.372,14's
519,Rezz Cap 20mg 10's,Rs.193,10...
520,Acicon Tab 40mg 10's,Rs.237.60,10's
521,Acicon Tab 20mg 10's,Rs.130.29,10's
522,Duphalac Syp 120ml,Rs.210.31,120ml
523,Duphalac Syp 240ml,Rs.397,240ml
524,Helezol Cap 20mg,Rs.189,14's
525,Ruling Cap 40mg,Rs.344,14's
526,Esso Cap 40mg,Rs.400,14's
527,Esso Cap 20mg,Rs.235.23,14's
528,Famot Tab 20mg,Rs.234,20's
529,Famot Tab 40mg 10Æ’??s,Rs.228,10's
530,Eraze Tab 20mg,Rs.217,10...
531,Helezol Cap 40mg 14â€™s,MRP Rs.230 5% off Rs.218.50,14's
532,Esgerd Cap 20mg 14â€™s,MRP Rs.119 5% off Rs.113.05,14's
533,Esgerd Cap 40mg 14â€™s,MRP Rs.198 5% off Rs.188.10,14's
534,Rezz Cap 20mg,Rs.193,10...
535,Levopraid Tab 50mg 10's,Rs.343.28,10's
536,Safloid-M Eye Drops 5ml,Rs.48,5ml
537,Decadron Inj 4mg 25Vialx1ml,Rs.546.31,251vialx1ml
538,Decadron Inj 4mg 1Vialx5ml,Rs.86.10,1vialx5ml
539,Rinelon Aqueous Nasal Spray 1's,Rs.878.14,1's
540,Decadron Inj 4mg 1Vialx1ml,Rs.21.85,1vial
541,Mometaderm Cream 0.1% 15g,Rs.271.80,15g
542,Mometaderm Oint 0.1% 15g,Rs.271.80,15g
543,Hydrocortisone Enema 100mg 60ml,Rs.260,60ml
544,Prednisolone Enema 20Mg 60Ml,Rs.150,60ml
545,Hydrocortisone Enema 20mg 60ml,Rs.175,60ml
546,Hydrocortisone Oint 1% in Petroleum...,Rs.250,60g
547,Betasol lotion 0.5mg 20ml,Rs.38,20ml
548,Betawis - S Cream 15g,Rs.50,15g
549,Betawis Cream 0.05% 15g,Rs.30,15g
550,Betawis G Cream 10g,Rs.44,10g
551,Betawis lotion 0.1% 60ml,Rs.75,60ml
552,Carabeta Cream 5g,Rs.13,5g
553,Caracort Cream 10g,Rs.52,10g
554,Fusiway-H Cream 15g,Rs.210,15g
555,Tan Cream 1mg 10g,Rs.150,10g
556,Triway Inj 40mg 1Vial,Rs.30,1vailx125ml
557,Kanadex-N Cream 15g,Rs.35,15g
558,Husicort H Cream 15gm,Rs.210,15gm
559,Omron step Counter Walking Style...,"Rs.2,773.71",1's
560,Omron step Counter Walking Style...,"Rs.2,773.71",1's
561,New Hair Spray 1's,"Rs.4,000",1'sManufacturer:...
562,Saviour All In One Spray...,"Rs.1,000",450ml
563,Mothercare Disinfectant Spray Regular 200Ml,Rs.300,200ml
564,Mothercare Disinfectant Wipes 45Pcs,Rs.200,200ml
565,Mothercare Disinfectant Wipes 10Pcs,Rs.100,200ml
566,Mothercare Adult Wipes 45Pcs,Rs.200,200ml
567,Hand Sanitizer Spray 120ml,Rs.200,120ml
568,Norsaline-P Nasal Spray 30ml,Rs.54.21,30ml
569,Next Multipurpose Disinfectant And Cleaner...,Rs.300,200...
570,Next Multipurpose Disinfectant And Cleaner...,Rs.590,500...
571,Lamitor Tab 200mg,Rs.700,30's
572,Clozox Tab 500mg 1Æ’??s,Rs.90,1's
573,Cefspan Cap 400mg,Rs.545.21,5's
574,LoPhos Tab 667mg,Rs.435.16,100's
575,Warfin Tab 5mg,Rs.900,100's
576,Warfin Tab 2.5mg 100â€™s,Rs.451.50,100's
577,Acetofen Tab 35mg/450mg 100Æ’??s,Rs.349,100's
578,Cefiget Cap 400mg 5Æ’??s,Rs.394.51,5's
579,Ciof Tab 200mg 10â€™s,Rs.90,10's
580,Maltofer Fol Tab 100mg/0.35mg 30â€™s,Rs.468.54,30's
581,Brotin Tab 2.5mg,Rs.456.51,30's
582,Biofreeze Pain Reliving Gel 2oz(Tube)...,Rs.850,1's
583,LoPhos Tab 667mg 1x10â€™s,Rs.43.52,1x10's
584,Joulie's Sol 1Pound,Rs.300,1pound
585,Velax Tab 37.5mg 2x10's (Zaka...,Rs.490,20's
586,Velax-XR Tab 75mg,Rs.490,10's
587,Sinaxamol Extra Tab 50mg/650mg 10's,Rs.56.21,30's
588,Thyronorm Tab 100mcg 10's,Rs.23.13,10's
589,Selgin Tab 5mg 10's,Rs.132,10...
590,Gonadil-F Cap 10's,Rs.214.25,10's
591,Maxna Cap 500mg 10's,Rs.176.84,10's
592,Wilgesic Forte Tab 650mg/50mg 10's,Rs.631.83,10's
593,Biforge Tab 5/80mg 14's,Rs.140,14's
594,Somno 5mg Tab 30's,Rs.400,30's
595,Miura Drops 400IU 10ml,MRP Rs.300 10% off Rs.270,1amp
596,Package of Sofiget 400mg Tab...,"MRP Rs.13,353 72% off Rs.3,700",28's
597,Package of Sofiget 400mg Tab...,"MRP Rs.12,963 71% off Rs.3,700",28's
598,Package of Sofiget 400mg Tab...,"MRP Rs.13,563 73% off Rs.3,700",28's
599,Core 24 Tab 30's,MRP Rs.599.40 10% off Rs.539.46,30's
600,Cure-C Tab 400mg 28's,"MRP Rs.5,868 15% off Rs.4,987.80",28's
601,Package of Cure-C Tab 400mg...,"MRP Rs.5,868 15% off Rs.4,988",
602,Package of Sofohil Tab 400mg...,"MRP Rs.5,868 15% off Rs.5,000",28's
603,Package of Sofohil 400mg Tab...,"MRP Rs.10,503 68% off Rs.3,400",28's
604,Package of Zoval 400mg Tab...,"MRP Rs.10,503 71% off Rs.3,000",28's
605,Cellcept Tab 500mg 50's,"Rs.6,440",50's
606,Neulastim Inj 6mg 1Vialx0.6ml,"MRP Rs.42,000 5% off Rs.39,900",1vialx0.6ml
607,Recormon Inj 2000IU 6PFSx0.3ml,"MRP Rs.5,082.36 10% off Rs.4,574.12",6pfs
608,Recormon Inj 5000IU 6PFSx0.3ml,"MRP Rs.12,705.88 10% off Rs.11,435.29",6pfs
609,Xeloda Tab 500mg 120's,"MRP Rs.25,000 4% off Rs.24,000",120's
610,Package of Ocvir 400mg Tab...,"MRP Rs.10,503.91 52% off Rs.5,000",28's
611,Medeco insulin Syringe 1cc 31G...,Rs.25.64,1's
612,Medeco insulin Syringe 1cc 31G...,Rs.285,10's
613,Airmont Tab 10mg 14's,Rs.412.05,14's
614,Package of Myhep 400mg Tab...,"MRP Rs.10,420 43% off Rs.5,900",28's
615,Tenofo-B Tab 300mg 30's,"MRP Rs.3,450 28% off Rs.2,500",14's
616,Cenova Tab 200mg 14's,Rs.425,14's
617,Package of Fosbu Tab 400mg...,"MRP Rs.10,503 67% off Rs.3,500",28's
618,Package of Sofohil Tab 400mg...,"MRP Rs.5,951 53% off Rs.2,800",28's
619,No-Spa Forte Tab 80mg 30's,Rs.360.80,30's
620,Relispa Inj 40mg 25Ampx2ml,MRP Rs.269 5% off Rs.255.55,20's
621,Relispa Tab 40mg 20's,MRP Rs.50 5% off Rs.47.50,20's
622,Relispa Forte Tab 80mg 20's,MRP Rs.85.13 5% off Rs.80.87,20's
623,Relispa Forte Inj 80mg 10Ampx4ml,MRP Rs.175.50 5% off Rs.166.73,10amp
624,Uricon Tab 200mg 30’s,Rs.320.28,30's
625,Uricon Tab 100mg 30’s,Rs.168.13,30's
626,Zeespa Tab 135mg 30???????s,Rs.126,30's
627,Dytra Tab 40Mg,Rs.58.02,20's
628,Dytra Forte Tab 80mg 2x10's,Rs.97.15,20...
629,Dytra Inj 40Mg,Rs.378.04,25...
630,Spadix Tab 80mg/80mg 3x10's,Rs.300,3x10's
631,Spadix Inj 40Mg/0.04Mg,Rs.300,6Ampx4ml
632,Meteospasmyl Cap 2x10's,Rs.398,20...
633,Qulax Tab 50mg 3x10's,Rs.360,30's
634,Urivox Tab 100mg 30's,Rs.152.56,30's
635,Mevrin 135 Tab 135mg 4x10's,Rs.240,40's
636,Spasmex Inj 40mg 10Ampx4ml,MRP Rs.734.17 5% off Rs.697.46,10...
637,Modicta Liq 120ml,Rs.250,120ml
638,Buscocin Inj 20mg 30Vialx2ml,Rs.75,2ml
639,Caragen Tab 10mg 10x10's,Rs.60,100's
640,Caraverin Tab 135mg 3x10's,Rs.130,1's
641,Colonil Cap MR 10's,Rs.309,10...
642,Zeespa Tab 135mg 30Æ’??s,Rs.183.43,30's
643,Salbometic Spacer Device 1's,Rs.316.74,1's
644,Able Spacer A2A 1's,Rs.520,1's
645,Zerostat Vt Spacer Device 1's,Rs.602.55,1's
646,Maclife (Spacer for Aerosol) 1's,Rs.400,
647,Maxius 0.05% Mouth Wash 120ml,Rs.155.03,120ml
648,Pulmonol Ezebreath 19gm 1's,Rs.40,1's
649,Pulmonol Ezebreath 12's,Rs.480,12...
650,Smog Kit,Rs.90,1's
651,Face Shield 1's,Rs.200,1'sMarketed...
652,LSA Surgical Face Mask 50's,Rs.250,50's ...
653,LSA Surgical Face Mask 1's,Rs.5,1's ...
654,Duramask Pure White Simple Kn95...,Rs.200,1'sManufacturer:...
655,iForest 301 Air Purifiers 1's,"Rs.20,000",1's...
656,Duramask Grey Ajrak Medium Ethnic...,Rs.200,1'sManufacturer:...
657,Duramask Pure White (Dm018) Medium...,Rs.200,1'sManufacturer:...
658,Duramask Classic Ajrak Ethnic Collection...,Rs.200,1'sManufacturer:...
659,Charm Natural Vitamin C and...,Rs.850,90g
660,Depiwhite Peel-Off Mask 40ml,"Rs.2,812.68",40ml
661,Dermal Aqua Collagen Essence Mask...,Rs.239.32,1's
662,Face Shield 1's,Rs.200,1'sMarketed...
663,Face Mask 3 ply 25...,Rs.256.41,10's
664,Disposable Face Mask (EE-FM4) Black...,Rs.4.27,1's
665,Adults Surgical Face Mask 19x9cm...,Rs.299.15,50's
666,Duramask Pure White (Dm018) Kn95...,Rs.170.94,20's
667,LSA Surgical Face Mask 1's...,Rs.6,1...
668,Assure KN95 Face Mask 2's...,Rs.450,2'sMarketed...
669,Smog Kit 1's,Rs.350,1's
670,LSA Surgical Face Mask (Melt...,Rs.6,1...
671,Assure KN95 Face Mask 1's,Rs.250,1's
672,KN95 Face Mask 1's,Rs.140,1's...
673,Disposable Face Mask Box (EE-FM4)...,Rs.250.01,50's Generic...
674,Duramask Ailaaj KN95 1's,MRP Rs.200 5% off Rs.190,1's
675,Duramask Ailaaj KN95 20's,"Rs.4,000",20'sManufacturer:...
676,Anxiorid Tab 1mg 3x10's,MRP Rs.214 5% off Rs.203.30,30's
677,Lampro Tab 0.25mg 3x10's,Rs.81.35,30's
678,Lampro Tab 0.5mg 3x10's,Rs.132.53,30's
679,Magura Tab 0.5mg 50's,Rs.155.12,50's
680,Magura Tab 2mg 30's,Rs.186.76,30's
681,Sedazolam Inj 5mg 5Ampx5ml,Rs.260,5...
682,Neuxam Tab 0.25mg 3x10's,Rs.155.29,3x10's
683,Neuxam Tab 0.5mg 3x10's,Rs.243.58,3x10's
684,Valozam Tab 0.25mg 3x10's,Rs.77,30's
685,Valozam Tab 1mg 3x10's,Rs.214,30's
686,Valozam Tab 0.5mg 3x10's,Rs.128,30's
687,Nervin Tab 0.25mg 3x10's,Rs.103.07,30's
688,Nervin Tab 0.5mg 3x10's,Rs.143.88,10's
689,Nervin Tab 1mg 3x10's,Rs.285.91,30's
690,Lydia Tab 0.5mg 3x10's,MRP Rs.128 5% off Rs.121.60,30's
691,Lydia Tab 2mg 2x15's,MRP Rs.357 5% off Rs.339.15,30's
692,Cedate syp 500mg/5ml 120ml,Rs.84.35,120ml...
693,Nimza Tab 3mg 2x10's,Rs.15.59,20's
694,Praz Tab 0.25mg 3x10's,Rs.110.64,3x10's
695,Praz Tab 0.5mg 3x10's,Rs.154.44,3x10's
696,Praz Tab 1mg 3x10's,Rs.304,3x10's
697,Siesta Tab 10mg 20's,Rs.370.32,20's
698,Pazam Tab 3mg 3x10's,Rs.90,30's
699,Z-Nest Tab 0.5mg 3x10's,Rs.128,30's
700,Hyderquin Plus Cream 15g,Rs.125,15g
701,Hyderquin Cream 4% 10g,Rs.67.89,10g
702,Hyderquin Cream 2% 10g,Rs.54.31,10g
703,Contractubex Gel 20g,Rs.254,5's
704,Safoquin Cream 4% 10gm,Rs.72.60,1...
705,Safoquin Cream 2% 10gm,Rs.58.04,10gm
706,Pigmanil K Cream 15gm,Rs.320,15gm
707,Vegaquin Cream 2% 15g,Rs.60,15g
708,Dermoquin Cream 4% 20g,Rs.103.95,20g
709,Dermopaque Cream 2% 20g,Rs.75.61,20g
710,Dermoquin Cream 2% 20g,Rs.75.61,20g
711,Be Ceuticals Ultra Deep Inj...,"Rs.24,000",1's
712,Restylane Inj 20mg 1PFS,"Rs.24,000",1PF
713,Dermopaque 2% Cream,Rs.75.61,20g
714,Dermoquin Cream 2% 20g,Rs.75.61,20g
715,Hasko-Derm Cream 15g,Rs.150,15g
716,Crotan Cream 10% 20gm,Rs.56,20gm
717,Isozam Cap 20mg 10's,Rs.726.80,10's
718,Isozam Cap 10mg 10's,Rs.396.75,10's
719,Zametasone Cream 0.1% 5gm,Rs.102,5gm
720,Zametasone Lotion 0.1% 20ml,Rs.115,20...
721,Zametasone Oint 0.1% 5Gm,Rs.97.62,5gm
722,Isoacne Gel 10g,MRP Rs.264.50 5% off Rs.251.28,10g
723,Neoblanc Cream 30gm,MRP Rs.175 5% off Rs.166.25,30g
724,Tretigen Cap 20mg 10’s,MRP Rs.608 5% off Rs.577.60,10's
725,Daplin Cream 0.1% 45g,Rs.370,30ml
726,Myface Cream 0.5mg 10g,Rs.80,20's
727,Salcobyd Lotion 30ml,Rs.170,1vial
728,Tacroderm Oint 0.3mg 10g,Rs.60,15g
729,Tacroderm Oint 0.3mg 30g,Rs.180,25g
730,Isowel Cap 20mg 10's,Rs.608,10's
731,Atopalm Antifungal CreamÂ 1oz,Rs.498,1o
732,Brevoxyl Cream 4% 40gm,Rs.293.07,1's
733,Duofilm liq 15ml,Rs.384.52,15ml
734,Tretigen Soft Gel Cap 20gm...,"Rs.1,795",30's
735,Tretigen Cap 20mg 10â€™s,MRP Rs.608 5% off Rs.577.60,10's
736,Dermopaque 2% Cream,Rs.75.61,20g
737,Isozam Cap 20mg 10's (Valor),Rs.726.80,10's
738,Face Tonic Z Whitening Formula...,Rs.280,1's
739,Activated Charcoal Soap 1's,Rs.500,1's
740,Atopalm Moisturizing Foot And Heel...,"Rs.2,340",120ml
741,Zeroid Dermanewal Cream 50ml,"Rs.3,111.50",50ml
742,Atopalm Real Barrier Extreme Cream...,Rs.962.84,28mL
743,Real Barrier Cream Cleansing Foam...,"Rs.2,834.79",150gm
744,Physiogel DMT Shower Cream 150ml,"Rs.1,200",150ml
745,Repavar Anti Stretch Mark Cream...,"Rs.4,000",250ml
746,Atopic Body Cream 150ml,"Rs.3,600",150ml
747,Skin Shine Beauty Cream 17g,Rs.300,1's
748,Saffron Cap 30's,Rs.500,30's
749,Aquaphil Healing Oint 100gm,Rs.199,100gm
750,Dermira Foaming Cleanser 120ml,"Rs.1,499",120ml
751,Piromin Shampoo 120ml,Rs.550,120ml
752,Xelite Cream 30gm,"Rs.1,050",1's
753,Xelite Face Wash 120ml,Rs.800,120ml
754,Xilent Cream 30gm,"Rs.1,099",1's
755,Xilent Face Wash 120ml,Rs.800,120ml
756,Xilent Soap 75gm,Rs.299,1's
757,X-Pel Shampoo 120ml,Rs.550,120ml
758,Noxidil Scalpe Solution 60ml,Rs.512,60ml
759,Face Tonic Z Whitening Formula...,Rs.280,1's
760,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
761,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
762,Face Tonic Z Whitening Formula...,Rs.280,1's
763,Activated Charcoal Soap 1's,Rs.500,1's
764,Atopalm Moisturizing Foot And Heel...,"Rs.2,340",120ml
765,Zeroid Dermanewal Cream 50ml,"Rs.3,111.50",50ml
766,Atopalm Real Barrier Extreme Cream...,Rs.962.84,28mL
767,Real Barrier Cream Cleansing Foam...,"Rs.2,834.79",150gm
768,Physiogel DMT Shower Cream 150ml,"Rs.1,200",150ml
769,Repavar Anti Stretch Mark Cream...,"Rs.4,000",250ml
770,Atopic Body Cream 150ml,"Rs.3,600",150ml
771,Skin Shine Beauty Cream 17g,Rs.300,1's
772,Saffron Cap 30's,Rs.500,30's
773,Aquaphil Healing Oint 100gm,Rs.199,100gm
774,Dermira Foaming Cleanser 120ml,"Rs.1,499",120ml
775,Piromin Shampoo 120ml,Rs.550,120ml
776,Xelite Cream 30gm,"Rs.1,050",1's
777,Xilent Cream 30gm,"Rs.1,099",1's
778,Xelite Face Wash 120ml,Rs.800,120ml
779,Xilent Face Wash 120ml,Rs.800,120ml
780,Xilent Soap 75gm,Rs.299,1's
781,X-Pel Shampoo 120ml,Rs.550,120ml
782,Noxidil Scalpe Solution 60ml,Rs.512,60ml
783,Face Tonic Z Whitening Formula...,Rs.280,1's
784,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
785,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
786,Xilent Face Wash 120ml,Rs.800,120ml
787,Xilent Soap 75gm,Rs.299,1's
788,X-Pel Shampoo 120ml,Rs.550,120ml
789,Noxidil Scalpe Solution 60ml,Rs.512,60ml
790,Tretigen Soft Gel Cap 20gm...,"Rs.1,795",30's
791,XADINE Tab 60mg 20's,Rs.141.39,20's
792,Empaa Tab 10mg 28's,Rs.700,28's
793,Urigo Tab 40mg 10's,Rs.147.50,1...
794,Empaa-M Tab 12.5mg/500mg 14's,Rs.392,14's
795,Gluconormet Tab 2mg/500mg 30's,Rs.270,30's
796,Fifex Tab 180mg 10Æ’??s,Rs.195,10's
797,Fifex Tab 60mg 10Æ’??s,Rs.69,10's
798,Getformin Tab 1mg/500mg,MRP Rs.219.15 5% off Rs.208.19,30's
799,Getformin Tab 2mg/500mg 30Æ’??s,MRP Rs.360.87 5% off Rs.342.83,30's
800,Zeespa Tab 135mg 30Æ’??s,Rs.183.43,30's
801,Mesan Tab 500mg 4â€™s,Rs.42.80,4's
802,Tretigen Cap 20mg 10â€™s,MRP Rs.608 5% off Rs.577.60,10's
803,Isozam Cap 20mg 10's (Valor),Rs.726.80,10's
804,Face Tonic Z Whitening Formula...,Rs.280,1's
805,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
806,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
807,Rigix Oral Drop 15ml,Rs.103.45,120ml...
808,Xenglu Met XR Tab 10/1000mg...,Rs.371,14's
809,Entox-P Tab 630mg 100's,Rs.206.20,100's
810,Pair4C Male Tab 20's,Rs.950,20's
811,Mirth Cap 30's,"Rs.1,999",30's
812,Extencee Plus Cap 20's,"Rs.1,000",20's
813,Briomen Tab 30's,"Rs.2,700",30's
814,Relax Contura Condom 3's,Rs.100,3's
815,Relax Prolong Condom 3's,Rs.100,3's
816,Relax Prolong Dotted Condom 3's,Rs.100,3's
817,Relax Ribbed Condom 3's,Rs.100,3's
818,Relax Long Time Condom 3's,Rs.100,3's
819,Relax Long Time Form Fitting...,Rs.100,3's
820,Rough Rider Natural latex Condom...,Rs.100,3's
821,Tringle Cap 30's,"Rs.1,250",30's
822,Somnirol Cap 30's,"Rs.1,150",30's
823,Excite Dotted Condom 3's,Rs.120,3's
824,Excite Refreshing Condom 3's,Rs.120,3's
825,Xtacy Premium Black Condom 3's,Rs.150,3's
826,Fire Xtacy Condom,Rs.125,3's
827,Mdior Delay Condom 3's,Rs.140, 3'sMarketed By: CSM...
828,Phitofert (Women) Tab 500mg 60's,"Rs.1,700",60's
829,Excite Refreshing Condom,Rs.120,3's
830,Excite Dotted Condom,Rs.120,3's
831,Klimax Strawberry Flavored Condom 2's,Rs.130,2's
832,Klimax Tutti Frutti Flavored Condom...,Rs.130,2's
833,Permen Tab 30’s,"Rs.2,095",30’sMarketed...
834,Inferno Tab 30's,"Rs.3,000",30's
835,TG-Plus Tab 30's,"Rs.1,600",30's
836,Extencee Plus Cap 20's,"Rs.1,000",20's
837,Relax Prolong Condom 3's,Rs.100,3's
838,Relax Prolong Dotted Condom 3's,Rs.100,3's
839,Relax Ribbed Condom 3's,Rs.100,3's
840,Relax Long Time Form Fitting...,Rs.100,3's
841,Relax Long Time Condom 3's,Rs.100,3's
842,Acicon Tab 40mg 10's,Rs.237.60,10's
843,Acicon Tab 20mg 10's,Rs.130.29,10's
844,Duphalac Syp 120ml,Rs.210.31,120ml
845,Duphalac Syp 240ml,Rs.397,240ml
846,Pacific's DM Syp 12.5mg/5ml 120ml,Rs.124.83,120ml
847,OEM Orange Powder Sachet,Rs.13.86,1's
848,Helezol Cap 20mg,Rs.189,14's
849,Ruling Cap 40mg,Rs.344,14's
850,Esso Cap 40mg,Rs.400,14's
851,Esso Cap 20mg,Rs.235.23,14's
852,Famot Tab 20mg,Rs.234,20's
853,Famot Tab 40mg 10Æ’??s,Rs.228,10's
854,Eraze Tab 20mg,Rs.217,10...
855,Helezol Cap 40mg 14â€™s,MRP Rs.230 5% off Rs.218.50,14's
856,Esgerd Cap 20mg 14â€™s,MRP Rs.119 5% off Rs.113.05,14's
857,Esgerd Cap 40mg 14â€™s,MRP Rs.198 5% off Rs.188.10,14's
858,Rezz Cap 20mg,Rs.193,10...
859,Dermopaque 2% Cream,Rs.75.61,20g
860,Levopraid Tab 50mg 10's,Rs.343.28,10's
861,Ascard-75 Tab 75mg 3x10's,Rs.62.84,30's
862,Ascard-150 Tab 150mg 3x10's,Rs.69.24,30's
863,Ascard-75 Tab 75mg 10's,Rs.19.24,75's
864,Aspisafe Tab 75mg 30's,Rs.36.28,30's
865,Aspisafe Tab 150mg 30's,Rs.49.89,30's
866,Acti-Joint Tab 500mg/400mg/400mg 30's,Rs.800,30'sGeneric...
867,Diarox Cap 50mg 10's,Rs.363.58,10's
868,Erava Tab 10mg 30's,Rs.516,30's
869,Erava Tab 20mg 30's,"Rs.1,071",30's
870,Dorsett Cap 50mg 30's,Rs.810,30's
871,Hyalgan Inj 20mg 1PFSx2ml,"Rs.1,867",1's
872,Pacific's Pain Relief Balm 50gm,Rs.211.70,
873,Afloxan Cap 150mg 2x10's,MRP Rs.218.17 4% off Rs.209.44,20's
874,Jovit Tab 500mg/400mg 20ƒ??s,Rs.402.90,20's
875,Rein Cap 50mg 30's,Rs.940.85,30's
876,Karty Cap 50mg 30's,"Rs.1,090.71",30's
877,Caraosteo Plus Tab 500mg/400mg 2x10's,Rs.272,14's
878,Caraosteo Plus Tab 500mg/400mg 3x10's,Rs.388,6's
879,Hyruan Plus Inj 10mg 1PFSx2ml,"Rs.2,352.94",1's
880,Smart Peak Flow Meter with...,"Rs.16,500",1's
881,Smart Peak Flow Meter,"Rs.11,000",1's
882,Bluetooth Adapter for Smart Peak...,"Rs.5,500",1's
883,Amacure Tab 10mg 2x7's,Rs.392.15,14's
884,Agolix Syp 100mg/5ml 60ml,Rs.96.28,20's
885,Buterol Tab 10mg 30's,Rs.375,15ml
886,Buterol Oral Solution 5mg /5ml...,Rs.117.02,12's
887,Purgo Tab 5mg 14's,Rs.210,20's
